Source,Target
appraising,evaluative
appreciated,apprehended
appreciated,comprehended
apprehended,comprehended
apprehensible,graspable
apprehensible,perceivable
apprehensible,understandable
apprenticed,articled
apprenticed,bound
apprenticed,indentured
approachable,reachable
approaching,coming
approaching,forthcoming
approaching,upcoming
approbative,approbatory
approbative,plausive
approbatory,plausive
appropriate,reserved
appropriate,capture
appropriate,conquering
appropriate,earmark
appropriate,seizing
appropriate,allow
appropriate,set aside
approving,approbative
approving,approbatory
approving,plausive
approving,blessing
approximate,close together
approximate,near
approximate,rough
approximate,nearer
approximate,nearest
approximate,estimate
approximate,gauge
approximate,guess
approximate,judge
approximate,come close
appurtenant,auxiliary
apractic,apraxic
apropos,timely
apropos,well-timed
apropos,by the bye
apropos,by the way
apropos,incidentally
apropos,seasonably
apt,clever
apt,disposed
apt,given
apt,liable
apt,minded
apt,pertinent
apt,tending
aquacultural,aquicultural
aquacultural,hydroponic
aquaphobic,hydrophobic
aqueous,sedimentary
aquicultural,hydroponic
aquiline,hooked
arable,cultivable
arable,cultivatable
arable,tillable
araceous,aroid
arachnidian,arachnoid
arachnidian,spiderlike
arachnidian,spiderly
arachnidian,spidery
arachnoid,spiderlike
arachnoid,spiderly
arachnoid,spidery
arachnoid,arachnid
arachnoid,arachnoid membrane
araneidal,araneidan
arboraceous,woodsy
arboraceous,woody
arborary,arboreal
arboreal,arborescent
arboreal,arboresque
arboreal,arboriform
arboreal,dendriform
arboreal,dendroid
arboreal,tree-living
arboreal,tree-shaped
arboreal,treelike
arborescent,arboresque
arborescent,arboriform
arborescent,dendriform
arborescent,dendroid
arborescent,tree-shaped
arborescent,treelike
arboresque,arboriform
arboresque,dendriform
arboresque,dendroid
arboresque,tree-shaped
arboresque,treelike
arboriform,dendriform
arboriform,dendroid
arboriform,tree-shaped
arboriform,treelike
arcadian,bucolic
arcadian,pastoral
arced,arciform
arced,arcuate
arced,bowed
arch,arced
arch,condescending
arch,curved
arch,impish
arch,implike
arch,mischievous
arch,patronising
arch,patronizing
arch,pixilated
arch,prankish
arch,puckish
arch,wicked
arch,archway
archaean,archean
archaeologic,archeologic
archaeozoic,archeozoic
archaic,primitive
archepiscopal,archiepiscopal
archetypal,prototypal
architectonic,tectonic
archosaurian,archosaur
archosaurian,archosaurian reptile
arciform,arcuate
arciform,bowed
arctic,frigid
arctic,gelid
arctic,glacial
arctic,icy
arctic,polar
arctic,rubber
arctic,galosh
arctic,golosh
arctic,gumshoe
arcuate,bowed
ardent,fervent
ardent,fervid
ardent,fiery
ardent,impassioned
ardent,perfervid
ardent,torrid
ardent,warm
ardent,warmer
arduous,backbreaking
arduous,grueling
arduous,gruelling
arduous,hard
arduous,heavy
arduous,laborious
arduous,operose
arduous,strenuous
arduous,toilsome
arenaceous,sandlike
arenaceous,sandy
areolar,areolate
argent,silver
argent,silverish
argent,silvery
argillaceous,clayey
arguable,debatable
arguable,disputable
arguable,moot
argus-eyed,hawk-eyed
argus-eyed,keen-sighted
argus-eyed,lynx-eyed
argus-eyed,open-eyed
argus-eyed,quick-sighted
argus-eyed,sharp-eyed
argus-eyed,sharp-sighted
argus-eyed,vigilant
argus-eyed,wakeful
arid,desiccate
arid,waterless
ariose,songlike
aristocratic,blue
aristocratic,blue-blooded
aristocratic,gentle
aristocratic,patrician
armor-clad,armor-plated
armor-clad,armour-clad
armor-clad,armour-plated
armor-clad,steel-plated
armor-plated,armour-clad
armor-plated,armour-plated
armor-plated,steel-plated
armored,armoured
armored,panoplied
armour-clad,armour-plated
armour-clad,steel-plated
armour-plated,steel-plated
aroid,arum
aromatic,redolent
around-the-clock,day-and-night
around-the-clock,nonstop
around-the-clock,round-the-clock
around the bend,balmy
around the bend,barmy
around the bend,bats
around the bend,batty
around the bend,bonkers
around the bend,buggy
around the bend,crackers
around the bend,daft
around the bend,dotty
around the bend,fruity
around the bend,haywire
around the bend,kookie
around the bend,loco
around the bend,loony
around the bend,loopy
around the bend,nuts
around the bend,nutty
around the bend,round the bend
around the bend,wacky
around the bend,whacky
aroused,emotional
aroused,horny
aroused,randy
aroused,ruttish
aroused,steamy
aroused,stirred
aroused,stirred up
aroused,turned on
aroused,worked up
aroused,wound up
arranged,ordered
arranged,staged
arrant,complete
arrant,consummate
arrant,double-dyed
arrant,everlasting
arrant,gross
arrant,perfect
arrant,pure
arrant,sodding
arrant,staring
arrant,stark
arrant,thoroughgoing
arrant,unadulterated
arrant,utter
arrayed,panoplied
arresting,sensational
arrhythmic,jerking
arrhythmic,jerky
arrogant,chesty
arrogant,self-important
arrow-shaped,sagittate
arrow-shaped,sagittiform
artefactual,artifactual
artful,disingenuous
arthritic,creaky
arthritic,rheumatic
arthritic,rheumatoid
arthritic,rheumy
arthropodal,arthropodan
articled,bound
articled,indentured
articular,articulary
articulate,formulated
articulate,joint
articulate,pronounced
articulate,said
articulate,phrase
articulate,say
articulate,vocalizing
articulate,word
articulate,enounce
articulate,enunciate
articulate,give voice
articulate,sound out
articulate,vocalise
artificial,contrived
artificial,hokey
artificial,stilted
artificial,unreal
artiodactyl,even-toed
artiodactyl,artiodactyl mammal
artiodactyl,even-toed ungulate
artistic,esthetic
artless,ingenuous
artless,uncultured
artsy-craftsy,arty-crafty
ascendable,climbable
ascendant,ascensive
ascendant,ancestor
ascendant,root
ascending,ascension
ascending,ascent
ascertainable,discoverable
ascertained,discovered
ascetic,austere
ascetic,spartan
ascetic,abstainer
ascribable,due
ascribable,imputable
ascribable,referable
aseptic,sterile
asexual,nonsexual
ash-blonde,platinum-blonde
ash-blonde,towheaded
ash-gray,ash-grey
ash-gray,ashy
ash-grey,ashy
ashen,blanched
ashen,bloodless
ashen,livid
ashen,white
asinine,fatuous
asinine,inane
asinine,mindless
asinine,vacuous
askance,askant
askance,asquint
askance,sidelong
askance,squint
askance,squint-eyed
askance,squinty
askance,squinter
askant,asquint
askant,sidelong
askant,squint
askant,squint-eyed
askant,squinty
askant,squinter
askew,awry
askew,cockeyed
askew,lopsided
askew,skew-whiff
askew,wonky
aslant,aslope
aslant,diagonal
aslant,slanted
aslant,sloped
aslant,athwart
aslant,obliquely
asleep,at peace
asleep,at rest
asleep,benumbed
asleep,deceased
asleep,departed
asleep,gone
asleep,numb
aslope,diagonal
aslope,slanted
aslope,sloped
aspirant,hopeful
aspirant,wishful
aspirant,wannabe
aspirant,wannabee
aspiring,aspirant
aspiring,wishful
asquint,sidelong
asquint,squint
asquint,squint-eyed
asquint,squinty
asquint,squinter
assailable,open
assailable,undefendable
assaultive,attacking
asserting,declarative
asserting,declaratory
assiduous,sedulous
assignable,conveyable
assignable,negotiable
assignable,transferable
assignable,transferrable
assimilating,assimilatory
assistant,help
assistant,helper
associate,affiliated
associate,assorted
associate,connected
associate,familiar
associate,linked
associate,related
associate,associate degree
associate,companion
associate,comrade
associate,consort
associate,fellow
associate,colligate
associate,consociate
associate,link up
associate,tie in
associative,associatory
assorted,miscellaneous
assorted,mixed
assorted,motley
assorted,various
assuasive,soothing
assumed,FALSE
assumed,fictitious
assumed,fictive
assumed,put on
assumed,sham
assumptive,presumptuous
asteroid,star-shaped
asthenic,debilitated
asthenic,enervated
asthmatic,wheezing
asthmatic,wheezy
astomatous,mouthless
astonied,astonished
astonied,astounded
astonied,stunned
astonished,astounded
astonished,stunned
astounded,stunned
astral,stellar
astringent,styptic
astringent,astringent drug
astronomic,galactic
astute,sharp
astute,shrewd
astute,sharper
asymmetrical,asymmetric
asymmetrical,crooked
asymptomatic,symptomless
at a loss,nonplused
at a loss,nonplussed
at a loss,puzzled
at bay,cornered
at bay,trapped
at bay,treed
at hand,close at hand
at hand,imminent
at hand,impendent
at large,escaped
at large,loose
at large,on the loose
at large,in a broad way
at odds,conflicting
at odds,contradictory
at odds,self-contradictory
at peace,at rest
at peace,deceased
at peace,departed
at peace,gone
at rest,deceased
at rest,departed
at rest,gone
at sea,baffled
at sea,befuddled
at sea,bemused
at sea,bewildered
at sea,confounded
at sea,lost
at sea,mazed
at sea,mixed-up
at variance,discrepant
at variance,dissonant
atactic,ataxic
ataractic,ataraxic
ataractic,sedative
ataractic,tranquilising
ataractic,tranquillising
ataractic,antianxiety agent
ataractic,ataractic agent
ataractic,ataractic drug
ataractic,tranquilliser
ataraxic,sedative
ataraxic,tranquilising
ataraxic,tranquillising
atavistic,throwback
atheistic,atheist
athirst,hungry
athirst,thirsty
athletic,gymnastic
atilt,canted
atilt,tilted
atilt,tipped
atomic,nuclear
atonal,unkeyed
atoxic,nontoxic
atrabilious,bilious
atrabilious,dyspeptic
atrabilious,liverish
atrioventricular,auriculoventricular
atrip,aweigh
atrocious,awful
atrocious,flagitious
atrocious,frightful
atrocious,grievous
atrocious,horrible
atrocious,monstrous
atrocious,terrible
atrocious,ugly
atrocious,unspeakable
atrophied,diminished
atrophied,wasted
attached,committed
attached,connected
attainable,come-at-able
attendant,concomitant
attendant,consequent
attendant,ensuant
attendant,incidental
attendant,resultant
attendant,sequent
attendant,tender
attendant,accompaniment
attendant,attendee
attendant,co-occurrence
attendant,meeter
attended,tended to
attention-getting,catchy
attention-getting,eye-catching
attentive,heedful
attentive,paying attention
attentive,thoughtful
attenuate,faded
attenuate,rarefied
attenuate,weakened
attested,documented
attic,bean
attic,bonce
attic,dome
attic,garret
attic,loft
attic,noggin
attic,noodle
attired,garbed
attired,garmented
attired,habilimented
attired,robed
attributive,prenominal
attributive genitive,attributive genitive case
atypical,irregular
atypical,untypical
au courant,au fait
au courant,up on
au fait,up on
au naturel,bare
au naturel,naked
au naturel,nude
auctorial,authorial
audacious,bald-faced
audacious,barefaced
audacious,bodacious
audacious,brassy
audacious,brave
audacious,brazen
audacious,brazen-faced
audacious,daring
audacious,dauntless
audacious,fearless
audacious,hardy
audacious,insolent
audacious,intrepid
audacious,unfearing
audacious,venturesome
audacious,venturous
audible,hearable
audile,auditive
audile,auditory
audiovisual,audiovisual aid
auditive,auditory
augmentative,enhancive
august,grand
august,lordly
august,revered
august,venerable
aureate,flamboyant
aureate,florid
aureate,gilded
aureate,gilt
aureate,gold
aureate,golden
auric,aurous
auricular,otic
auriferous,gold-bearing
auriform,ear-like
auriform,ear-shaped
auroral,aurorean
austere,spartan
austere,stark
austere,stern
autarchic,autarkical
autarkical,autarkic
authentic,bona fide
authentic,reliable
authentic,unquestionable
authentic,veritable
authenticated,attested
authenticated,documented
authorised,authoritative
authorised,authorized
authoritarian,autocratic
authoritarian,despotic
authoritarian,dictatorial
authoritarian,overbearing
authoritarian,tyrannic
authoritative,authorized
authoritative,classic
authoritative,definitive
authoritative,important
autochthonal,endemic
autochthonal,indigenous
autocratic,bossy
autocratic,despotic
autocratic,dictatorial
autocratic,high-and-mighty
autocratic,magisterial
autocratic,peremptory
autocratic,tyrannic
autoecious,homoecious
autoloading,self-loading
autoloading,semiautomatic
automated,machine-controlled
automated,machine-driven
automatic,automatonlike
automatic,machinelike
automatic,reflex
automatic,robotic
automatic,robotlike
automatic,automatic pistol
automatic,automatic rifle
automatic,machine rifle
automatonlike,machinelike
automatonlike,robotic
automatonlike,robotlike
automotive,self-propelled
autonomous,independent
autonomous,self-directed
autonomous,self-governing
autonomous,self-reliant
autonomous,sovereign
autophytic,autotrophic
autumn-blooming,autumn-flowering
autumn-blooming,fall-blooming
autumn-blooming,fall-flowering
autumn-blooming,late-blooming
autumn-blooming,late-flowering
autumn-flowering,fall-blooming
autumn-flowering,fall-flowering
autumn-flowering,late-blooming
autumn-flowering,late-flowering
auxiliary,subsidiary
auxiliary,supplemental
auxiliary,supplementary
available,uncommitted
available,usable
available,useable
avant-garde,daring
avant-garde,new wave
avant-garde,van
avant-garde,vanguard
avaricious,grabby
avaricious,grasping
avaricious,greedy
avaricious,prehensile
average,fair
average,intermediate
average,mean
average,median
average,mediocre
average,medium
average,modal
average,ordinary
average,norm
average,average out
averse,indisposed
averse,loath
averse,loth
avertable,avoidable
avertable,evitable
avid,devouring
avid,esurient
avid,greedy
avid,zealous
avifaunal,avifaunistic
avocado,aguacate
avocado,alligator pear
avocado,avocado pear
avocado,avocado tree
avocado,persea americana
avoidable,evitable
avowed,professed
awaited,hoped-for
awake,aroused
awake,awakened
awake,waking
awake,wakening
awake,come alive
awake,wake up
aware,mindful
awash,flooded
awash,inundated
awash,overflowing
away,outside
away,aside
away,forth
awe-inspiring,awesome
awe-inspiring,awful
awed,awestricken
awed,awestruck
awed,awful
aweless,awless
aweless,disrespectful
awesome,awful
awestricken,awestruck
awful,dire
awful,dread
awful,fearful
awful,fearsome
awful,frightful
awful,horrendous
awful,horrific
awful,nasty
awful,terrible
awful,tremendous
awful,unspeakable
awful,frightfully
awful,terribly
awkward,bunglesome
awkward,clumsy
awkward,cumbersome
awkward,ill-chosen
awkward,ill at ease
awkward,inapt
awkward,inept
awkward,sticky
awkward,uneasy
awkward,unenviable
awkward,ungainly
awless,disrespectful
awned,awny
awol,truant
awry,cockeyed
awry,haywire
awry,lopsided
awry,skew-whiff
awry,wonky
awry,wrong
axial,axile
axiomatic,postulational
axiomatic,self-evident
axiomatic,taken for granted
azotemic,uraemic
azotemic,uremic
azotic,nitric
azotic,nitrous
azure,bright blue
azure,cerulean
azure,sapphire
azure,sky-blue
azure,lazuline
azygos,azygous
baccate,bacciferous
baccate,berried
baccate,berrylike
bacchanal,bacchanalian
bacchanal,bacchic
bacchanal,carousing
bacchanal,orgiastic
bacchanal,bacchanalia
bacchanal,bacchant
bacchanal,debauch
bacchanal,debauchery
bacchanal,drunken reveler
bacchanal,drunken revelry
bacchanal,orgy
bacchanal,riot
bacchanal,saturnalia
bacchanalian,bacchic
bacchanalian,carousing
bacchanalian,orgiastic
bacchic,carousing
bacchic,orgiastic
bacciferous,berried
bacillar,bacillary
bacillar,bacilliform
bacillar,baculiform
bacillar,rod-shaped
bacillary,bacilliform
bacillary,baculiform
bacillary,rod-shaped
bacilliform,baculiform
bacilliform,rod-shaped
back,backward
back,binding
back,game
back,hind
back,hinder
back,rear
back,rearward
back,second
back,supported
back,backbone
back,backrest
back,book binding
back,cover
back,dorsum
back,gage
back,punt
back,rachis
back,spinal column
back,spine
back,stake
back,vertebral column
back,back up
back,bet on
back,endorse
back,indorse
back,plump for
back,plunk for
back-geared,double-geared
back-to-back,consecutive
backbreaking,grueling
backbreaking,gruelling
backbreaking,hard
backbreaking,heavy
backbreaking,laborious
backbreaking,operose
backbreaking,toilsome
backhand,backhanded
backhand,left-slanting
backhand,backhand shot
backhand,backhand stroke
backmost,hindermost
backmost,hindmost
backmost,rearmost
backstage,offstage
backstage,wing
backstair,furtive
backswept,sweptback
backward,feebleminded
backward,half-witted
backward,rearward
backward,slow-witted
bactericidal,disinfectant
bactericidal,germicidal
bacterioid,bacteroid
baculiform,rod-shaped
bad,big
bad,bigger
bad,defective
bad,forged
